==================================================
TRAINING/EVALUATION RESULTS
==================================================
Timestamp: 20250901_184535
Mode: reinforcement_learning
Config File: configs/nsfnet_25_commodities_rl.json
Model Hash: unknown

FINAL METRICS:
  Final Train Loss: 0.0000
  Final Train Edge Error: 0.19%
  Final Test Approximation Rate: 84.04%
  Best Test Approximation Rate: 100.00%

TIME METRICS:
  Total Training Time: 4982.86s
  Total Test Time: 465.85s
  Average Training Time per Epoch: 1.56s
  Average Test Time per Epoch: 1.46s
  Training Time per Data: 0.0005s
  Test Time per Data: 0.0045s
  Total Training Samples: 10240000
  Total Test Samples: 102400

==================================================
DETAILED RESULTS
==================================================
Epoch  Train Loss   Edge Error   Train Time   Val Approx   Test Approx 
1319   0.0000       0.22         1.56         N/A          N/A         
1320   0.0000       0.14         1.55         N/A          N/A         
1321   0.0000       0.33         1.56         N/A          N/A         
1322   0.0000       0.16         1.57         N/A          N/A         
1323   0.0000       0.13         1.53         N/A          N/A         
1324   0.0000       0.05         1.69         N/A          N/A         
1325   0.0000       0.08         1.59         N/A          N/A         
1326   0.0000       0.04         1.54         N/A          N/A         
1327   0.0000       0.17         1.57         N/A          N/A         
1328   0.0000       0.03         1.56         N/A          N/A         
1329   0.0000       0.15         1.55         N/A          N/A         
1330   0.0000       0.15         1.56         N/A          N/A         
1331   0.0000       0.19         1.58         N/A          N/A         
1332   0.0000       0.06         1.56         N/A          N/A         
1333   0.0000       0.14         1.53         N/A          N/A         
1334   0.0000       0.13         1.58         N/A          N/A         
1335   0.0000       0.16         1.55         N/A          N/A         
1336   0.0000       0.05         1.55         N/A          N/A         
1337   0.0000       0.04         1.54         N/A          N/A         
1338   0.0000       0.06         1.54         N/A          N/A         
1339   0.0000       0.07         1.55         N/A          N/A         
1340   0.0001       0.47         1.55         N/A          N/A         
1341   0.0000       0.33         1.54         N/A          N/A         
1342   0.0000       0.12         1.58         N/A          N/A         
1343   0.0000       0.21         1.57         N/A          N/A         
1344   0.0000       0.09         1.55         N/A          N/A         
1345   0.0000       0.09         1.51         N/A          N/A         
1346   0.0000       0.19         1.55         N/A          N/A         
1347   0.0000       0.08         1.57         N/A          N/A         
1348   0.0000       0.12         1.54         N/A          N/A         
1349   0.0000       0.26         1.56         N/A          N/A         
1350   0.0000       0.09         1.55         N/A          N/A         
1351   0.0000       0.22         1.58         N/A          N/A         
1352   0.0000       0.21         1.56         N/A          N/A         
1353   0.0000       0.09         1.55         N/A          N/A         
1354   0.0000       0.03         1.59         N/A          N/A         
1355   0.0000       0.09         1.52         N/A          N/A         
1356   0.0000       0.05         1.57         N/A          N/A         
1357   0.0000       0.21         1.56         N/A          N/A         
1358   0.0000       0.13         1.53         N/A          N/A         
1359   0.0000       0.16         1.52         N/A          N/A         
1360   0.0000       0.12         1.62         N/A          N/A         
1361   0.0000       0.16         1.60         N/A          N/A         
1362   0.0000       0.18         1.52         N/A          N/A         
1363   0.0000       0.10         1.50         N/A          N/A         
1364   0.0000       0.09         1.58         N/A          N/A         
1365   0.0000       0.13         1.57         N/A          N/A         
1366   0.0000       0.26         1.57         N/A          N/A         
1367   0.0000       0.02         1.54         N/A          N/A         
1368   0.0000       0.09         1.52         N/A          N/A         
1369   0.0000       0.04         1.56         N/A          N/A         
1370   0.0000       0.11         1.59         N/A          N/A         
1371   0.0000       0.02         1.53         N/A          N/A         
1372   0.0000       0.02         1.58         N/A          N/A         
1373   0.0000       0.11         1.58         N/A          N/A         
1374   0.0000       0.02         1.57         N/A          N/A         
1375   0.0000       0.03         1.55         N/A          N/A         
1376   0.0000       0.11         1.55         N/A          N/A         
1377   0.0000       0.11         1.55         N/A          N/A         
1378   0.0000       0.08         1.53         N/A          N/A         
1379   0.0000       0.07         1.52         N/A          N/A         
1380   0.0000       0.04         1.54         N/A          N/A         
1381   0.0000       0.19         1.60         N/A          N/A         
1382   0.0000       0.17         1.57         N/A          N/A         
1383   0.0000       0.10         1.58         N/A          N/A         
1384   0.0000       0.05         1.58         N/A          N/A         
1385   0.0000       0.02         1.54         N/A          N/A         
1386   0.0000       0.11         1.58         N/A          N/A         
1387   0.0000       0.37         1.53         N/A          N/A         
1388   0.0000       0.15         1.54         N/A          N/A         
